2026-05-22 18:34:15 | INFO  | rag | RAG 问答系统启动中...
2026-05-22 20:58:21 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-22 20:58:32 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-22 20:58:32 | INFO  | rag | ✅ 启动完成
2026-05-22 20:59:20 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-22 20:59:20 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-22 20:59:20 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-22 20:59:20 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cuda)
2026-05-22 21:00:37 | INFO  | rag | RAG 问答系统启动中...
2026-05-22 21:00:37 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-22 21:00:38 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-22 21:00:48 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-22 21:00:48 | INFO  | rag | ✅ 启动完成
2026-05-22 21:11:33 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-22 21:11:33 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-22 21:11:33 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-22 21:11:33 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cuda)
2026-05-22 21:11:57 | WARNING | rag | CUDA OOM，降级到 CPU: CUDA out of memory. Tried to allocate 978.00 MiB. GPU 0 has a total capacity of 8.00 GiB of which 6.94 GiB is free. Of the allocated memory 0 bytes is allocated by PyTorch, and 0 bytes is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2026-05-22 21:12:00 | ERROR | rag | 检索失败: Unrecognized processing class in D:\models\bge-m3. Can't instantiate a processor, a tokenizer, an image processor or a feature extractor for this model. Make sure the repository contains the files of at least one of those processing classes.
2026-05-22 21:12:00 | ERROR | rag | QUERY [retrieve_error] 公司注册资本是多少... → Unrecognized processing class in D:\models\bge-m3. Can't instantiate a processor, a tokenizer, an image processor or a feature extractor for this model. Make sure the repository contains the files of at least one of those processing classes.
2026-05-22 21:12:01 | INFO  | rag | QUERY [ok] [39450ms] 公司注册资本是多少... → 0 sources
2026-05-22 21:28:28 | INFO  | rag | RAG 问答系统关闭
2026-05-22 21:28:45 | INFO  | rag | RAG 问答系统启动中...
2026-05-22 21:28:45 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-22 21:28:46 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-22 21:28:56 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-22 21:28:56 | INFO  | rag | ✅ 启动完成
2026-05-22 21:29:30 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-22 21:29:30 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-22 21:29:30 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-22 21:29:30 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cuda)
2026-05-22 21:29:37 | ERROR | rag | 检索失败: Path D:\models\bge-reranker not found
2026-05-22 21:29:37 | ERROR | rag | QUERY [retrieve_error] 公司注册资本是多少... → Path D:\models\bge-reranker not found
2026-05-22 21:29:37 | INFO  | rag | QUERY [ok] [13908ms] 公司注册资本是多少... → 0 sources
2026-05-22 21:30:58 | INFO  | rag | RAG 问答系统关闭
2026-05-22 21:31:14 | INFO  | rag | RAG 问答系统启动中...
2026-05-22 21:31:14 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-22 21:31:15 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-22 21:31:25 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-22 21:31:25 | INFO  | rag | ✅ 启动完成
2026-05-22 21:31:51 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-22 21:31:51 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-22 21:31:51 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-22 21:31:51 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cuda)
2026-05-22 21:34:52 | INFO  | rag | RAG 问答系统启动中...
2026-05-22 21:34:52 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-22 21:34:53 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-22 21:35:03 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-22 21:35:03 | INFO  | rag | ✅ 启动完成
2026-05-22 21:35:27 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-22 21:35:27 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-22 21:35:27 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-22 21:35:27 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-22 21:40:36 | INFO  | rag | RAG 问答系统启动中...
2026-05-22 21:40:37 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-22 21:40:37 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-22 21:40:48 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-22 21:40:48 | INFO  | rag | ✅ 启动完成
2026-05-22 21:41:15 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-22 21:41:15 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-22 21:41:15 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-22 21:41:15 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-22 21:44:48 | INFO  | rag | RAG 问答系统启动中...
2026-05-22 21:44:48 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-22 21:44:48 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-22 21:44:59 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-22 21:44:59 | INFO  | rag | ✅ 启动完成
2026-05-22 21:45:47 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-22 21:45:47 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-22 21:45:47 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-22 21:45:47 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-22 21:47:06 | INFO  | rag | RAG 问答系统启动中...
2026-05-22 21:47:06 | WARNING | rag | DEEPSEEK_API_KEY 未设置，API 调用将失败
2026-05-22 21:47:06 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-22 21:47:06 | WARNING | rag |   Milvus: ❌ 不可用 — No module named 'pymilvus'
2026-05-22 21:47:06 | INFO  | rag | ✅ 启动完成
2026-05-22 21:47:06 | INFO  | rag | RAG 问答系统关闭
2026-05-22 21:48:13 | INFO  | rag | RAG 问答系统启动中...
2026-05-22 21:48:13 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-22 21:48:14 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-22 21:48:25 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-22 21:48:25 | INFO  | rag | ✅ 启动完成
2026-05-22 21:48:50 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-22 21:48:50 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-22 21:48:50 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-22 21:48:50 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-22 21:48:53 | ERROR | rag | 检索失败: 页面文件太小，无法完成操作。 (os error 1455)
2026-05-22 21:48:53 | ERROR | rag | QUERY [retrieve_error] 公司注册资本是多少... → 页面文件太小，无法完成操作。 (os error 1455)
2026-05-22 21:48:54 | INFO  | rag | QUERY [ok] [15422ms] 公司注册资本是多少... → 0 sources
2026-05-25 15:34:15 | INFO  | rag | RAG 问答系统启动中...
2026-05-25 15:34:15 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-25 15:34:16 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-25 15:34:27 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-25 15:34:27 | INFO  | rag | ✅ 启动完成
2026-05-25 15:36:24 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-25 15:36:24 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-25 15:36:24 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-25 15:36:24 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-25 15:36:32 | INFO  | rag | QUERY [ok] [16148ms] 报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入分别是多少？... → 3 sources
2026-05-25 15:39:57 | INFO  | rag | RAG 问答系统关闭
2026-05-25 15:42:15 | INFO  | rag | RAG 问答系统启动中...
2026-05-25 15:42:15 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-25 15:42:15 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-25 15:42:26 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-25 15:42:26 | INFO  | rag | ✅ 启动完成
2026-05-25 15:43:13 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-25 15:43:13 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-25 15:43:13 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-25 15:43:13 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-25 15:43:18 | INFO  | rag | QUERY [ok] [11061ms] 报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入分别是多少？... → 3 sources
2026-05-25 15:44:59 | INFO  | rag | RAG 问答系统关闭
2026-05-25 15:45:27 | INFO  | rag | RAG 问答系统启动中...
2026-05-25 15:45:27 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-25 15:45:28 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-25 15:45:38 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-25 15:45:38 | INFO  | rag | ✅ 启动完成
2026-05-25 15:46:03 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-25 15:46:03 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-25 15:46:03 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-25 15:46:03 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-25 15:46:08 | INFO  | rag | QUERY [ok] [10781ms] 报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入分别是多少？... → 3 sources
2026-05-25 15:47:10 | INFO  | rag | RAG 问答系统关闭
2026-05-25 15:47:40 | INFO  | rag | RAG 问答系统启动中...
2026-05-25 15:47:40 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-25 15:47:41 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-25 15:47:52 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-25 15:47:52 | INFO  | rag | ✅ 启动完成
2026-05-25 15:48:11 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-25 15:48:11 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-25 15:48:11 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-25 15:48:11 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-25 15:48:16 | INFO  | rag | QUERY [ok] [11084ms] 报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入分别是多少？... → 3 sources
2026-05-25 15:49:23 | INFO  | rag | RAG 问答系统关闭
2026-05-25 15:51:11 | INFO  | rag | RAG 问答系统启动中...
2026-05-25 15:51:12 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-25 15:51:12 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-25 15:51:23 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-25 15:51:23 | INFO  | rag | ✅ 启动完成
2026-05-25 15:51:52 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-25 15:51:52 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-25 15:51:53 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-25 15:51:53 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-25 15:52:01 | INFO  | rag | QUERY [ok] [8774ms] 报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入分别是多少？... → 3 sources
2026-05-25 15:52:41 | INFO  | rag | QUERY [ok] [2185ms] 报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入分别是多少？... → 3 sources
2026-05-25 15:52:53 | INFO  | rag | RAG 问答系统关闭
2026-05-25 16:01:56 | INFO  | rag | RAG 问答系统启动中...
2026-05-25 16:01:56 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-25 16:01:57 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-25 16:02:07 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-25 16:02:07 | INFO  | rag | ✅ 启动完成
2026-05-25 16:16:22 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-25 16:16:22 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-25 16:16:23 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-25 16:16:23 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-25 16:16:38 | INFO  | rag | QUERY [ok] [25480ms] 报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入分别是多少？... → 3 sources
2026-05-25 16:18:11 | INFO  | rag | RAG 问答系统关闭
2026-05-25 16:20:27 | INFO  | rag | RAG 问答系统启动中...
2026-05-25 16:20:27 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-25 16:20:28 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-25 16:20:38 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-25 16:20:38 | INFO  | rag | ✅ 启动完成
2026-05-25 16:21:11 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-25 16:21:11 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-25 16:21:11 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-25 16:21:11 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-25 16:21:19 | INFO  | rag | QUERY [ok] [15982ms] 报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入分别是多少？... → 3 sources
2026-05-25 16:22:53 | INFO  | rag | RAG 问答系统关闭
2026-05-25 18:40:31 | INFO  | rag | RAG 问答系统启动中...
2026-05-25 18:40:31 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-25 18:40:32 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-25 18:40:42 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-25 18:40:42 | INFO  | rag | ✅ 启动完成
2026-05-25 18:41:25 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-25 18:41:25 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-25 18:41:25 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-25 18:41:25 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-25 18:42:49 | INFO  | rag | RAG 问答系统启动中...
2026-05-25 18:42:49 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-25 18:42:50 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-25 18:43:00 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-25 18:43:00 | INFO  | rag | ✅ 启动完成
2026-05-25 18:43:43 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-25 18:43:44 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-25 18:43:44 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-25 18:43:44 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-25 18:43:53 | INFO  | rag | QUERY [ok] [19473ms] 武汉兴图新科电子股份有限公司参与的哪个工程荣获了国家科技进步一等奖？... → 3 sources
2026-05-25 18:45:05 | INFO  | rag | RAG 问答系统关闭
2026-05-25 19:06:34 | INFO  | rag | RAG 问答系统启动中...
2026-05-25 19:06:34 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-25 19:06:34 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-25 19:06:45 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-25 19:06:45 | INFO  | rag | ✅ 启动完成
2026-05-25 19:07:01 | INFO  | rag | [SSE-记忆读取] 5402ms | 历史轮数: 0
2026-05-25 19:07:02 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3
2026-05-25 19:07:02 | INFO  | rag | 加载 BM25 索引: D:\Desktop\rag-hermes\teams\team\project\data\bm25_index.pkl
2026-05-25 19:07:02 | INFO  | rag |   BM25 索引就绪: 829 条
2026-05-25 19:07:02 | INFO  | rag | 加载 Embedding 模型: D:\models\bge-m3 (device=cpu)
2026-05-25 19:08:46 | INFO  | rag | RAG 问答系统启动中...
2026-05-25 19:08:46 | INFO  | rag |   Redis: ✅ connected (localhost:6379)
2026-05-25 19:08:47 | INFO  | rag | Milvus 已连接，文档数: 829
2026-05-25 19:08:57 | INFO  | rag |   Milvus: ✅ connected, 829 条文档
2026-05-25 19:08:57 | INFO  | rag | ✅ 启动完成
2026-05-25 19:09:25 | INFO  | rag | [SSE-记忆读取] 11364ms | 历史轮数: 0
